,claim_id,claim_text,claim_label,evidences,evidence text
110,claim-785,"In many other cases, though — hurricanes, for example — the linkage to global warming for particular trends is uncertain or disputed.",NOT_ENOUGH_INFO,evidence-202201,"In terrestrial ecosystems, the earlier timing of spring events, as well as poleward and upward shifts in plant and animal ranges, have been linked with high confidence to recent warming."
111,claim-785,"In many other cases, though — hurricanes, for example — the linkage to global warming for particular trends is uncertain or disputed.",NOT_ENOUGH_INFO,evidence-1038523,"Climate change has been linked to an increase in violent conflict by amplifying poverty and economic shocks, which are well-documented drivers of these conflicts."
112,claim-785,"In many other cases, though — hurricanes, for example — the linkage to global warming for particular trends is uncertain or disputed.",NOT_ENOUGH_INFO,evidence-1041281,"Although there are a few areas of linkage, the relationship between the two is weak."
113,claim-785,"In many other cases, though — hurricanes, for example — the linkage to global warming for particular trends is uncertain or disputed.",NOT_ENOUGH_INFO,evidence-626239,Regional effects of global warming are long-term significant changes in the expected patterns of average weather of a specific region due to global warming.
114,claim-2426,"""Twentieth century global warming did not start until  1910.",REFUTES,evidence-697238,"The average global temperature on Earth has increased by about 0.8° Celsius (1.4° Fahrenheit) since 1880; Two-thirds of the warming has occurred since 1975, at a rate of roughly 0.15-0.20 °C per decade."
115,claim-1292,Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,evidence-342343,"Less attention was given to policy areas that might have been problematic for the Conservatives, like the NHS or housing (policy topics favoured by Labour) or immigration (favoured by UKIP)."
116,claim-1292,Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,evidence-399707,"In a speech in Tynemouth the next day, May said Labour had ""deserted"" working-class voters, criticised Labour's policy proposals and said Britain's future depended on making a success of Brexit."
117,claim-1292,Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,evidence-1014366,The Labour Party proposed a renegotiation of the withdrawal agreement (towards a closer post-withdrawal relationship with the EU) and would then put this forward as an option in a referendum alongside the option of remaining in the EU.
118,claim-1292,Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,evidence-462075,"The Liberal Democrats, the Greens, the SNP and Labour all support a ban on fracking, whilst the Conservatives propose approving fracking on a case-by-case basis."
119,claim-1292,Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,evidence-627910,"Both Cameron and Theresa May have aimed at helping families achieve a work-home balance and have previously proposed to offer all parents 12 months parental leave, to be shared by parents as they choose."
120,claim-993,"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",SUPPORTS,evidence-946255,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well."
121,claim-993,"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",SUPPORTS,evidence-1049692,Current rates of sea level rise from satellite altimetry have been estimated to be 3.0 ± 0.4 millimetres (0.118 ± 0.016 in) per year for the period 1993–2017.
122,claim-2593,"[T]he study indicates “Greenland’s ice may be less susceptible to the massive meltdown predicted by computer models of climate change, the main author ... said in an interview. ...",REFUTES,evidence-857269,"It is also predicted that Greenland will become warm enough by 2100 to begin an almost complete melt during the next 1,000 years or more."
123,claim-2593,"[T]he study indicates “Greenland’s ice may be less susceptible to the massive meltdown predicted by computer models of climate change, the main author ... said in an interview. ...",REFUTES,evidence-797161,"""Greenland enters melt mode""."
124,claim-1567,IPCC overestimate temperature rise.,REFUTES,evidence-105184,"Under the pledges of the countries entering the Paris Accord, a sharp rise of 3.1 to 3.7 °C is still expected to occur by 2100."
125,claim-1834,A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,SUPPORTS,evidence-173323,"Coal production is a major contributor to global warming: burning coal generates large quantities of carbon dioxide and mining operations can release methane, a known greenhouse gas, into the atmosphere."
126,claim-1834,A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,SUPPORTS,evidence-477558,"The largest and most long term effect of coal use is the release of carbon dioxide, a greenhouse gas that causes climate change and global warming."
127,claim-856,"as the pathbreaking work by Rosamond Naylor and David Battisti has shown, the tropics are already too hot to efficiently grow grain, and those places where grain is produced today are already at optimal growing temperature — which means even a small warming will push them down the slope of declining productivity.",SUPPORTS,evidence-1166728,"In Africa and Latin America many rainfed crops are near their maximum temperature tolerance, so that yields are likely to fall sharply for even small climate changes; falls in agricultural productivity of up to 30% over the 21st century are projected."
128,claim-856,"as the pathbreaking work by Rosamond Naylor and David Battisti has shown, the tropics are already too hot to efficiently grow grain, and those places where grain is produced today are already at optimal growing temperature — which means even a small warming will push them down the slope of declining productivity.",SUPPORTS,evidence-578305,Rice becomes sterile if exposed to temperatures above 35 degrees for more than one hour during flowering and consequently produces no grain.
129,claim-540,The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,evidence-353209,"Ruse, Bulgaria hit 36.6 °C (97.9 °F) on the 13th making it the warmest spot in Europe."
130,claim-540,The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,evidence-1194725,"A heat wave started in Moscow on the 27 June, as temperatures reached 33.1 °C (91.6 °F), and stayed around 30 °C (90 °F) for the rest of the week."
131,claim-540,The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,evidence-1067217,"2018's temperature was 16.1 °C (61.0 °F), meaning it ranks as the 18th warmest June recorded in England in the past 359 years, also being the warmest since 1976."
132,claim-540,The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,evidence-556258,"June 2019 was the hottest month on record worldwide, the effects of this were especially prominent in Europe."
133,claim-540,The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,evidence-119750,The effects of climate change have been projected to make heat waves in places such as Europe up to five times more likely to occur.
134,claim-757,"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",DISPUTED,evidence-682087,"It is estimated that forests absorb between 10 and 20 tons of carbon dioxide per hectare each year, through photosynthetic conversion into starch, cellulose, lignin, and other components of wooden biomass."
135,claim-757,"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",DISPUTED,evidence-744771,Forests are an important part of the global carbon cycle because trees and plants absorb carbon dioxide through photosynthesis.
136,claim-757,"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",DISPUTED,evidence-352796,"They absorb a huge amount of carbon dioxide, combating climate change."
137,claim-757,"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",DISPUTED,evidence-173055,"It decomposes and turns into carbon dioxide (CO2), which is released into the atmosphere."
138,claim-1407,"“In their award winning book, ‘Taken By Storm’ (2007), Canadian researchers Christopher Essex and Ross McKitrick explain: ‘Temperature is not an amount of something [like height or weight].",NOT_ENOUGH_INFO,evidence-25485,"Lately, the temperature criterion has fallen out of the definition across the United States Bomb cyclone – A rapid deepening of a mid-latitude cyclonic low-pressure area, typically occurring over the ocean, but can occur over land."
139,claim-1407,"“In their award winning book, ‘Taken By Storm’ (2007), Canadian researchers Christopher Essex and Ross McKitrick explain: ‘Temperature is not an amount of something [like height or weight].",NOT_ENOUGH_INFO,evidence-189203,"Nevertheless, a thermodynamic temperature does in fact have a definite numerical value that has been arbitrarily chosen by tradition and is dependent on the property of a particular materials; it is simply less arbitrary than relative ""degrees"" scales such as Celsius and Fahrenheit."
140,claim-1407,"“In their award winning book, ‘Taken By Storm’ (2007), Canadian researchers Christopher Essex and Ross McKitrick explain: ‘Temperature is not an amount of something [like height or weight].",NOT_ENOUGH_INFO,evidence-710700,"It has the symbol K. For everyday applications, it is often convenient to use the Celsius scale, in which 0 °C corresponds very closely to the freezing point of water and 100 °C is its boiling point at sea level."
141,claim-1407,"“In their award winning book, ‘Taken By Storm’ (2007), Canadian researchers Christopher Essex and Ross McKitrick explain: ‘Temperature is not an amount of something [like height or weight].",NOT_ENOUGH_INFO,evidence-948988,"The most common scales are the Celsius scale (formerly called centigrade), denoted °C, the Fahrenheit scale (denoted °F), and the Kelvin scale (denoted K), the latter of which is predominantly used for scientific purposes by conventions of the International System of Units (SI)."
142,claim-1407,"“In their award winning book, ‘Taken By Storm’ (2007), Canadian researchers Christopher Essex and Ross McKitrick explain: ‘Temperature is not an amount of something [like height or weight].",NOT_ENOUGH_INFO,evidence-179080,"This upper bound is called the ""maximum potential intensity"", v p {\displaystyle v_{p}} , and is given by v p 2 = C k C d T s − T o T o Δ k {\displaystyle v_{p}^{2}={\frac {C_{k}}{C_{d}}}{\frac {T_{s}-T_{o}}{T_{o}}}\Delta k} where T s {\displaystyle T_{s}} is the temperature of the sea surface, T o {\displaystyle T_{o}} is the temperature of the outflow ([K]), Δ k {\displaystyle \Delta k} is the enthalpy difference between the surface and the overlying air ([J/kg]), and C k {\displaystyle C_{k}} and C d {\displaystyle C_{d}} are the surface exchange coefficients (dimensionless) of enthalpy and momentum, respectively."
143,claim-3070,"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,evidence-137771,"John McDonnell said the IFS analysis showed a “clear threat” to working people’s living standards, while the Liberal Democrats said that the “savage cuts” would make millions of households poorer."
144,claim-3070,"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,evidence-100483,"Families are forced into increasing poverty, some facing a daily struggle to pay their rent and put food on their table."
145,claim-3070,"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,evidence-617690,"nearly 4 million UK children are judged to live in households that would find it difficult to afford enough fruit, vegetables and other healthy foods to reach official guidelines, the Food Foundation maintains."
146,claim-3070,"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,evidence-462483,"The upcoming minimum wage rise will help, but many low-income working families will still find themselves worse off due to tax-credit changes."
147,claim-3070,"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,evidence-222747,Fuel poverty affects over a million British working households and over 2.3 million households in total and increases in energy prices affect poor people severely.
148,claim-1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,NOT_ENOUGH_INFO,evidence-660105,"This decadal summer temperature reconstruction, together with a separate curve plotting instrumental thermometer data from the 1850s onwards, was featured as Figure 3.20 in the IPCC Second Assessment Report (SAR) of 1996."
149,claim-1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,NOT_ENOUGH_INFO,evidence-1197833,"They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability."
150,claim-1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,NOT_ENOUGH_INFO,evidence-1052408,"This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century."
151,claim-1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,NOT_ENOUGH_INFO,evidence-911855,"These studies were widely presented as demonstrating that the current warming period is exceptional in comparison to temperatures between 1000 and 1900, and the MBH99 based graph featured in publicity."
152,claim-1745,The IPCC simply updated their temperature history graphs to show the best data available at the time.,NOT_ENOUGH_INFO,evidence-332770,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report beside cautions that the medieval warming might not have been global."
153,claim-1515,no one really knows if last year 2016 was a global temperature record.,NOT_ENOUGH_INFO,evidence-915569,Global warming is the long-term rise in the average temperature of the Earth's climate system.
154,claim-1515,no one really knows if last year 2016 was a global temperature record.,NOT_ENOUGH_INFO,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
155,claim-1515,no one really knows if last year 2016 was a global temperature record.,NOT_ENOUGH_INFO,evidence-730599,This allows a temperature record to be constructed.
156,claim-1515,no one really knows if last year 2016 was a global temperature record.,NOT_ENOUGH_INFO,evidence-169703,"But we know the last time the world was 2 degrees warmer, sea level was 6 meters or 20 feet higher."""
157,claim-1515,no one really knows if last year 2016 was a global temperature record.,NOT_ENOUGH_INFO,evidence-64048,"""Breaking global temperature records after Mt."
158,claim-1519,"The Earth’s climate is changing in response to increasing concentrations of greenhouse gases (GHGs) and particulate matter in the atmosphere, largely as the result of human activities.",SUPPORTS,evidence-1059381,"increased concentrations of greenhouse gases), solar luminosity, volcanic eruptions, and variations in the Earth's orbit around the Sun."
159,claim-1519,"The Earth’s climate is changing in response to increasing concentrations of greenhouse gases (GHGs) and particulate matter in the atmosphere, largely as the result of human activities.",SUPPORTS,evidence-1187937,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot."
160,claim-1519,"The Earth’s climate is changing in response to increasing concentrations of greenhouse gases (GHGs) and particulate matter in the atmosphere, largely as the result of human activities.",SUPPORTS,evidence-950186,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide."
161,claim-3069,Continued greenhouse gas emissions at or above current rates would cause further warming and induce many changes in the global climate system during the 21st century that would very likely be larger than those observed during the 20th century.,SUPPORTS,evidence-504415,"Many regions have probably already seen increases in warm spells and heat waves, and it is virtually certain that these changes will continue over the 21st century."
162,claim-677,"“Which is to say that these beans will be eaten by cows, and the cows will convert the beans to meat, and the humans will eat the meat.",NOT_ENOUGH_INFO,evidence-459277,Buffalo are generally fed on coarse feeds; they convert them into the protein-rich lean meat.
163,claim-677,"“Which is to say that these beans will be eaten by cows, and the cows will convert the beans to meat, and the humans will eat the meat.",NOT_ENOUGH_INFO,evidence-1079220,conversion of human-inedible residues of food crops.
164,claim-677,"“Which is to say that these beans will be eaten by cows, and the cows will convert the beans to meat, and the humans will eat the meat.",NOT_ENOUGH_INFO,evidence-368638,"To obtain milk from dairy cattle, cows are made pregnant to induce lactation; they are kept lactating for three to seven years, then slaughtered."
165,claim-677,"“Which is to say that these beans will be eaten by cows, and the cows will convert the beans to meat, and the humans will eat the meat.",NOT_ENOUGH_INFO,evidence-1193739,"are vehemently against the consumption of meat and eggs (though they do consume and encourage the consumption of milk, butter and cheese)."
166,claim-677,"“Which is to say that these beans will be eaten by cows, and the cows will convert the beans to meat, and the humans will eat the meat.",NOT_ENOUGH_INFO,evidence-474026,"Carnivores require meat in their diet for survival, but carnists choose to eat meat based on their beliefs."
167,claim-765,"The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”",SUPPORTS,evidence-456747,"Climate change is more accurate scientifically to describe the various effects of greenhouse gases on the world because it includes extreme weather, storms and changes in rainfall patterns, ocean acidification and sea level.""."
168,claim-765,"The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”",SUPPORTS,evidence-496267,"In general, climatic patterns consist of warm temperatures and high annual rainfall."
169,claim-2275,[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,SUPPORTS,evidence-754084,This attracted considerable media coverage at the time.
170,claim-2275,[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,SUPPORTS,evidence-940616,"The severe and widespread damage the storm caused in the United States, as well as its unusual merger with a frontal system, resulted in the nicknaming of the hurricane ""Superstorm Sandy"" by the media, public officials, and several organizations, including U.S. government agencies."
171,claim-1113,"This means the jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.”",SUPPORTS,evidence-459315,This jet stream instability brings warm air north as well as cold air south.
172,claim-2611,The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.,SUPPORTS,evidence-1205623,"the CO2 concentration already released into the atmosphere since the beginning of industrialization, which has risen from well below 300 PPM to more than 415 PPM (2019)."
173,claim-2611,The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.,SUPPORTS,evidence-620559,"Eventually, the land and oceans will take up most of the extra carbon dioxide, but as much as 20 percent may remain in the atmosphere for many thousands of years."""
174,claim-2611,The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.,SUPPORTS,evidence-20807,"Atmospheric CO2 has risen over the last 150 years to current levels of over 390 ppmv, from the 180 – 300 ppmv of the prior 800 thousand years This rise in temperature has reduced the Arctic ice cap to 1,100,000 sq mi (2,800,000 km2),[citation needed] smaller than ever recorded."
175,claim-2060,Global warming is causing more hurricanes and stronger hurricanes.,SUPPORTS,evidence-553897,The maximum rainfall and wind speed from hurricanes and typhoons are likely increasing.
176,claim-2060,Global warming is causing more hurricanes and stronger hurricanes.,SUPPORTS,evidence-8304,"As the Earth's climate warms, we are seeing many changes: stronger, more destructive hurricanes; heavier rainfall; more disastrous flooding; more areas of the world experiencing severe drought; and more heat waves."""
177,claim-2326,"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS,evidence-1017927,"The 2007 melt season let to a minimum 39% below the 1979–2000 average, and for the first time in human memory, the fabled Northwest Passage opened completely."
178,claim-2326,"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS,evidence-956029,"On August 21, 2007, the Northwest Passage became open to ships without the need of an icebreaker."
179,claim-2326,"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS,evidence-29644,"On September 14, 2007, the European Space Agency stated that ice loss that year had opened up the historically impassable passage, setting a new low of ice cover as seen in satellite measurements which went back to 1978."
180,claim-2326,"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS,evidence-1079662,"The extreme loss in 2007 rendered the passage ""fully navigable""."
181,claim-1087,"The particular signature of warming in 2016 was also revealing in another way, Overpeck said, noting that the stratosphere… saw record cold temperatures last year",NOT_ENOUGH_INFO,evidence-382930,"The polar stratospheric clouds had a warming effect on the poles, increasing temperatures by up to 20 °C in the winter months."
182,claim-1087,"The particular signature of warming in 2016 was also revealing in another way, Overpeck said, noting that the stratosphere… saw record cold temperatures last year",NOT_ENOUGH_INFO,evidence-818951,"that surface air temperatures would be the same as, or colder than, a given region's winter for months to years on end."
183,claim-1087,"The particular signature of warming in 2016 was also revealing in another way, Overpeck said, noting that the stratosphere… saw record cold temperatures last year",NOT_ENOUGH_INFO,evidence-1020939,"The change was attributed to increasingly cold winters in the Arctic stratosphere at an altitude of approximately 20 km (12 mi), a change associated with global warming in a relationship that is still under investigation."
184,claim-1087,"The particular signature of warming in 2016 was also revealing in another way, Overpeck said, noting that the stratosphere… saw record cold temperatures last year",NOT_ENOUGH_INFO,evidence-607965,One of the strongest predictions of the greenhouse effect is that the stratosphere will cool.
185,claim-1087,"The particular signature of warming in 2016 was also revealing in another way, Overpeck said, noting that the stratosphere… saw record cold temperatures last year",NOT_ENOUGH_INFO,evidence-541555,Global Warming theory suggests that the stratosphere should cool while the troposphere warms.
186,claim-2867,Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,SUPPORTS,evidence-392,"Galileo's contributions caused difficulties for theologians and natural philosophers of the time, as they contradicted scientific and philosophical ideas based on those of Aristotle and Ptolemy and closely associated with the Catholic Church."
187,claim-2867,Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,SUPPORTS,evidence-1091064,"Galileo's discoveries were met with opposition within the Catholic Church, and in 1616 the Inquisition declared heliocentrism to be ""formally heretical."""
188,claim-2867,Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,SUPPORTS,evidence-847727,An alternative criticism is that the Church opposed particular scientific discoveries that it felt challenged its authority and power – particularly through the Reformation and on through the Enlightenment.
189,claim-2300,"""Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains.",NOT_ENOUGH_INFO,evidence-163344,"From 1925 to 1929, the economy enjoyed a short high before nearly crashing[clarification needed] after Black Tuesday."
190,claim-2300,"""Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains.",NOT_ENOUGH_INFO,evidence-612818,"Austria lies between latitudes 46° and 49° N, and longitudes 9° and 18° E. It can be divided into five areas, the biggest being the Eastern Alps, which constitute 62% of the nation's total area."
191,claim-2300,"""Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains.",NOT_ENOUGH_INFO,evidence-208322,"Although Austria is cold in the winter (−10 to 0 °C), summer temperatures can be relatively high, with average temperatures in the mid-20s and a highest temperature of 40.5 °C (105 °F) in August 2013."
192,claim-2300,"""Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains.",NOT_ENOUGH_INFO,evidence-776430,"Spring is variable and autumn cool, with possible snowfalls already in November."
193,claim-2300,"""Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains.",NOT_ENOUGH_INFO,evidence-977782,"This law of neutrality, passed in late October 1955 (and not the State Treaty itself), ensured that modern Austria would align with neither NATO nor the Soviet bloc, and is considered one of the reasons for Austria's delayed entry into the European Union in 1995."
194,claim-2250,"Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.",REFUTES,evidence-692256,"In his first paper on the matter, he estimated that global temperature would rise by around 5 to 6 °C (9.0 to 10.8 °F) if the quantity of CO 2 was doubled."
195,claim-2250,"Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.",REFUTES,evidence-1049371,"The 1990 IPCC First Assessment Report estimated that equilibrium climate sensitivity to a doubling of CO 2 lay between 1.5 and 4.5 °C (2.7 and 8.1 °F), with a ""best guess in the light of current knowledge"" of 2.5 °C (4.5 °F)."
196,claim-2429,"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",REFUTES,evidence-755175,"""The IPCC Third Assessment Report'] conclusion that most of the observed warming of the last 50 years is likely to have been due to the increase in greenhouse gas concentrations accurately reflects the current thinking of the scientific community on this issue""."
197,claim-2429,"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",REFUTES,evidence-1202023,"The Intergovernmental Panel on Climate Change said the likelihood was 90 percent to 99 percent that emissions of heat-trapping greenhouse gases like carbon dioxide, spewed from tailpipes and smokestacks, were the dominant cause of the observed warming of the last 50 years."
198,claim-2429,"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",REFUTES,evidence-483558,The global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases.
199,claim-3051,"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",DISPUTED,evidence-1187937,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot."
200,claim-3051,"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",DISPUTED,evidence-881808,"The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation."
201,claim-3051,"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",DISPUTED,evidence-338219,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases."
202,claim-1549,There's no empirical evidence for climate change.,REFUTES,evidence-1047048,Climate change has proven to affect biodiversity and evidence supporting the altering effects is widespread.
203,claim-1549,There's no empirical evidence for climate change.,REFUTES,evidence-574477,"... there is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities."
204,claim-261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,NOT_ENOUGH_INFO,evidence-112875,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report of 1990 beside cautions that the medieval warming might not have been global."
205,claim-261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,NOT_ENOUGH_INFO,evidence-33543,"However, that view was questioned by other researchers; the IPCC First Assessment Report of 1990 discussed the ""Medieval Warm Period around 1000 AD (which may not have been global) and the Little Ice Age which ended only in the middle to late nineteenth century."""
206,claim-261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,NOT_ENOUGH_INFO,evidence-974202,"The IPCC Second Assessment Report (SAR) of 1996 featured a graph of an early northern hemisphere reconstruction by Raymond S. Bradley and Phil Jones, and noted the 1994 reconstruction by Hughes and Henry F. Diaz questioning how widespread the Medieval Warm Period had been at any one time."
207,claim-261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,NOT_ENOUGH_INFO,evidence-332770,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report beside cautions that the medieval warming might not have been global."
208,claim-261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,NOT_ENOUGH_INFO,evidence-32121,"When the IPCC TAR was still in draft, Fred Singer held a press event saying ""We don't accept this"" with Wibjörn Karlén who alleged that MBH99 showed neither a Medieval Warm Period nor a Little Ice Age, an inaccurate claim echoed soon afterwards by John Lawrence Daly."
209,claim-2230,"[Ice] is expanding in much of Antarctica, contrary to the widespread public belief that global warming is melting the continental ice cap.",DISPUTED,evidence-728645,"In contrast to the melting of the Arctic sea ice, sea ice around Antarctica has been expanding as of 2013[update]."
210,claim-2230,"[Ice] is expanding in much of Antarctica, contrary to the widespread public belief that global warming is melting the continental ice cap.",DISPUTED,evidence-1170460,"As a result of continued warming, the polar ice caps melted and much of Gondwana became a desert."
211,claim-2579,"Over the past 250 years, humans have added just one part of CO2 in 10,000 to the atmosphere.",REFUTES,evidence-861762,"Global annual mean CO 2 concentration has increased by more than 45% since the start of the Industrial Revolution, from 280 ppm during the 10,000 years up to the mid-18th century to 415 ppm as of May 2019."
212,claim-2579,"Over the past 250 years, humans have added just one part of CO2 in 10,000 to the atmosphere.",REFUTES,evidence-788947,"Carbon dioxide mole fractions in the atmosphere have gone up by approximately 35 percent since the 1900s, rising from 280 parts per million by volume to 387 parts per million in 2009."
213,claim-2579,"Over the past 250 years, humans have added just one part of CO2 in 10,000 to the atmosphere.",REFUTES,evidence-252580,"Since the time of the Industrial Revolution about 200 years ago, the concentration of carbon dioxide in the atmosphere has increased from about 280 parts per million to 370 parts per million, an increase of around 30%."
