,claim_id,claim_text,claim_label,evidences,evidence text
1248,claim-2268,“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.,SUPPORTS,evidence-1007094,"In this context, John Tierney of The New York Times wrote: ""these researchers, some of the most prominent climate experts in Britain and America, seem so focused on winning the public-relations war that they exaggerate their certitude – and ultimately undermine their own cause""."
1249,claim-737,The new research showed that [oxygen isotopes in foraminifera] can change,SUPPORTS,evidence-1196115,"Stable isotopes of oxygen (δ18O) and carbon (δ13C) are recorded well in speleothems, giving high-resolution data that can show annual variation in temperature (oxygen isotopes primarily reflect rainfall temperature) and precipitation (carbon isotopes primarily reflect C3/C4 plant composition and plant productivity, but the interpretation is often complicated)."
1250,claim-1943,Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,SUPPORTS,evidence-654610,"Currently, through land development, combustion of fossil fuels, and pollution, humans are thought to be the main contributor to global climate change."
1251,claim-1943,Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,SUPPORTS,evidence-503460,"Of these, 97% agree, explicitly or implicitly, that global warming is happening and is human-caused."
1252,claim-1943,Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,SUPPORTS,evidence-797793,"97% of the scientists surveyed agreed that global temperatures had increased during the past 100 years; 84% said they personally believed human-induced warming was occurring, and 74% agreed that ""currently available scientific evidence"" substantiated its occurrence."
1253,claim-1943,Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,SUPPORTS,evidence-793124,"They found 4,014 which discussed the cause of recent global warming, and of these ""97.1% endorsed the consensus position that humans are causing global warming""."
1254,claim-2114,Peer review process was corrupted,SUPPORTS,evidence-941218,"Richard Smith, MD, former editor of the British Medical Journal, has claimed that peer review is ""ineffective, largely a lottery, anti-innovatory, slow, expensive, wasteful of scientific time, inefficient, easily abused, prone to bias, unable to detect fraud and irrelevant; Several studies have shown that peer review is biased against the provincial and those from low- and middle-income countries; Many journals take months and even years to publish and the process wastes researchers' time."
1255,claim-2114,Peer review process was corrupted,SUPPORTS,evidence-504723,"At times, peer review has been exposed as a process that was orchestrated for a preconceived outcome."
1256,claim-2871,"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",REFUTES,evidence-230078,The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.
1257,claim-2871,"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",REFUTES,evidence-404348,"There is widespread support for the IPCC in the scientific community, which is reflected in publications by other scientific bodies and experts."
1258,claim-1468,"The bushfires in Australia were caused by arsonists and a series of lightning strikes, not 'climate change'.",DISPUTED,evidence-968437,"The 2007 Kangaroo Island bushfires were a series of bushfires caused by lightning strikes on 6 December 2007 on Kangaroo Island, South Australia, resulting in the destruction of 95,000 hectares (230,000 acres) of national park and wilderness protection area."
1259,claim-1468,"The bushfires in Australia were caused by arsonists and a series of lightning strikes, not 'climate change'.",DISPUTED,evidence-780092,"""Climate change is one factor affecting how fires in Australia burn, regardless of whether arsonists or lightning started them""."
1260,claim-1468,"The bushfires in Australia were caused by arsonists and a series of lightning strikes, not 'climate change'.",DISPUTED,evidence-947189,"Man-made events include arcing from overhead power lines, arson, accidental ignition in the course of agricultural clearing, grinding and welding activities, campfires, cigarettes and dropped matches, sparks from machinery, and controlled burn escapes."
1261,claim-1640,Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,NOT_ENOUGH_INFO,evidence-1120350,"Currently, surface temperatures are rising by about 0.2 °C per decade."
1262,claim-1640,Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,NOT_ENOUGH_INFO,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
1263,claim-1640,Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,NOT_ENOUGH_INFO,evidence-400014,"The period from 1983 to 2012 was likely the warmest 30-year period of the last 1400 years in the Northern Hemisphere, where such assessment is possible (medium confidence)."
1264,claim-1640,Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,NOT_ENOUGH_INFO,evidence-842114,Global warming in this case was indicated by an increase of 0.75 degrees in average global temperatures over the last 100 years.
1265,claim-1640,Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,NOT_ENOUGH_INFO,evidence-1092088,"Since the start of the 20th century, the global mean surface temperature of the Earth has increased by more than 0.7°C and the rate of warming has been largest in the last 30 years."
1266,claim-2336,Surface measurements find more downward infrared radiation warming the planet's surface.,SUPPORTS,evidence-194897,"The warmed surface emits infrared radiation, but the atmosphere is relatively opaque to infrared and slows the emission of energy, warming the planet."
1267,claim-2336,Surface measurements find more downward infrared radiation warming the planet's surface.,SUPPORTS,evidence-597177,"This heat, in the form of infrared radiation, gets absorbed and emitted by these gases in the atmosphere, thus warming the lower atmosphere and the surface."
1268,claim-1315,cold kills many more people than heat.,REFUTES,evidence-8950,"In 2013, 1,216 people died due to the heat."
1269,claim-1315,cold kills many more people than heat.,REFUTES,evidence-94477,"After the elder Snart insults him and his mother, calling them weak, Cold punches him, but finds himself unable to kill him, instead getting Heat Wave to do it."
1270,claim-1315,cold kills many more people than heat.,REFUTES,evidence-907893,"Globally, more people die during hot weather than cold weather."
1271,claim-1315,cold kills many more people than heat.,REFUTES,evidence-573211,"Within the United States alone, an average of 1,000 people die each year due to extreme heat."
1272,claim-2493,Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,SUPPORTS,evidence-1162122,It appears that decreasing specific humidity instead of temperature changes has caused the shrinkage of the slope glaciers since the late 19th century.
1273,claim-2493,Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,SUPPORTS,evidence-1033542,Loss of glacier mass is caused by both melting and sublimation.
1274,claim-2208,Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,NOT_ENOUGH_INFO,evidence-264263,"""Evidence is now 'unequivocal' that humans are causing global warming – UN report""."
1275,claim-2208,Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,NOT_ENOUGH_INFO,evidence-169769,"This is predicted to produce changes such as the melting of glaciers and ice sheets, more extreme temperature ranges, significant changes in weather and a global rise in average sea levels."
1276,claim-2208,Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,NOT_ENOUGH_INFO,evidence-594052,"Since the pre-industrial period, global average land temperatures have increased almost twice as fast as global average temperatures."
1277,claim-2208,Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,NOT_ENOUGH_INFO,evidence-1182055,This is much colder than the conditions that actually exist at the Earth's surface (the global mean surface temperature is about 14 °C).
1278,claim-2208,Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,NOT_ENOUGH_INFO,evidence-973645,"The global average and combined land and ocean surface temperature, show a warming of 0.85 [0.65 to 1.06] °C, in the period 1880 to 2012, based on multiple independently produced datasets."
1279,claim-2522,"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.",SUPPORTS,evidence-657770,"Although the temperature may be −60 °C (−76 °F; 210 K) at the tropopause, the top of the stratosphere is much warmer, and may be near 0 °C."
1280,claim-2522,"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.",SUPPORTS,evidence-94670,"Before the Industrial Revolution, naturally occurring amounts of greenhouse gases caused the air near the surface to be warmer by about 33 °C (59 °F) than it would be in their absence."
1281,claim-581,the kind of extreme heat we saw this past summer will be the norm,SUPPORTS,evidence-839054,August 2018 was hotter and windier than the average.
1282,claim-581,the kind of extreme heat we saw this past summer will be the norm,SUPPORTS,evidence-305041,"Under the Köppen–Geiger classification, Sydney has a humid subtropical climate (Cfa) with warm summers, cool winters and uniform rainfall throughout the year."
1283,claim-1598,Adapting to global warming is cheaper than preventing it.,DISPUTED,evidence-609342,Adaptation is especially important in developing countries since those countries are bearing the brunt of the effects of global warming.
1284,claim-1598,Adapting to global warming is cheaper than preventing it.,DISPUTED,evidence-215395,"""Eat less meat to avoid dangerous global warming, scientists say""."
1285,claim-1598,Adapting to global warming is cheaper than preventing it.,DISPUTED,evidence-68621,Adaptation is especially important in developing countries since they are predicted to bear the brunt of the effects of global warming.
1286,claim-745,"The past shows that climate change is normal, that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill.”",DISPUTED,evidence-896035,The trigger for these mass extinctions appears to be a warming of the ocean caused by a rise of carbon dioxide levels to about 1000 parts per million.
1287,claim-745,"The past shows that climate change is normal, that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill.”",DISPUTED,evidence-440861,"Historically, cold temperatures at night and in the winter months would kill off insects, bacteria and fungi."
1288,claim-1449,"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO,evidence-156201,"At the end of July 2015, the top 50 aircraft lessors managed 8,184 aircraft: 511 turboprop regional airliners, 792 regional jets, 5,612 narrowbody and 1,253 widebody airliners."
1289,claim-1449,"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO,evidence-85339,"Narrowbody are dominant with 16,235, followed by 5,581 Widebodies, 3,743 Turboprops, 3,565 Regional jets and 399 Others."
1290,claim-1449,"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO,evidence-1087867,"In 2018, global commercial operations emitted 918 million tonnes (Mt) of CO₂, 2.4% of all CO₂ emissions: 747 Mt for passenger transport and 171 Mt for freight operations."
1291,claim-1449,"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO,evidence-349219,"Today, turboprop aircraft – probably in part because of their lower cruising speeds and altitudes (similar to the earlier piston-powered airliners) compared to jet airliners – play an obvious role in the overall fuel efficiency of major airlines that have regional carrier subsidiaries."
1292,claim-1449,"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO,evidence-1056573,"A wide-body aircraft, also known as a twin-aisle aircraft, is a jet airliner with a fuselage wide enough to accommodate two passenger aisles with seven or more seats abreast."
1293,claim-2887,"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",NOT_ENOUGH_INFO,evidence-96741,"""The current and future global distribution and population at risk of dengue""."
1294,claim-2887,"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",NOT_ENOUGH_INFO,evidence-233276,"If the disease is left untreated, the prognosis varies with the immune status of the individual patient and the severity of disease."
1295,claim-2887,"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",NOT_ENOUGH_INFO,evidence-1096944,"Prognosis (Greek: πρόγνωσις ""fore-knowing, foreseeing"") is a medical term for predicting the likely or expected development of a disease, including whether the signs and symptoms will improve or worsen (and how quickly) or remain stable over time; expectations of quality of life, such as the ability to carry out daily activities; the potential for complications and associated health issues; and the likelihood of survival (including life expectancy)."
1296,claim-2887,"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",NOT_ENOUGH_INFO,evidence-452893,The improvement in prognosis can be attributed to the use of penicillin in the treatment of this disease.
1297,claim-2887,"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",NOT_ENOUGH_INFO,evidence-679523,"""Scarlet fever, a disease of yore, is making a comeback in parts of the world""."
1298,claim-1877,"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",DISPUTED,evidence-1011401,"In a speech in April 2012, Kasich acknowledged that climate change is real and is a problem."
1299,claim-1877,"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",DISPUTED,evidence-302235,"He disputes the scientific understanding of climate change, arguing that human activity does not play a major role in global warming and that proposals to address climate change would be ineffective and economically harmful."
1300,claim-1877,"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",DISPUTED,evidence-443288,"From 2008 to 2017, the Republican Party went from ""debating how to combat human-caused climate change to arguing that it does not exist"", according to The New York Times."
1301,claim-1877,"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",DISPUTED,evidence-269345,"In January 2015, the Republican-led U.S. Senate voted 98–1 to pass a resolution acknowledging that ""climate change is real and is not a hoax""; however, an amendment stating that ""human activity significantly contributes to climate change"" was supported by only five Republican senators."
1302,claim-1247,People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.,SUPPORTS,evidence-1107462,"""US Navy predicts summer ice free Arctic by 2016""."
1303,claim-1247,People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.,SUPPORTS,evidence-1120931,"""Some of the models suggest that there is a 75 percent chance that the entire north polar ice cap during some of the summer months will be completely ice-free within the next five to seven years,"" Gore said."
1304,claim-1247,People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.,SUPPORTS,evidence-111881,"""A sea ice free summer Arctic within 30 years?""."
1305,claim-1017,"Our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ Watson said.",SUPPORTS,evidence-1162374,At the core of most proposals is the reduction of greenhouse gas (GHG) emissions through reducing energy waste and switching to low-carbon power sources of energy.
1306,claim-1017,"Our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ Watson said.",SUPPORTS,evidence-789550,"Examples of mitigation include reducing energy demand by increasing energy efficiency, phasing out fossil fuels by switching to low-carbon energy sources, and removing carbon dioxide from Earth's atmosphere."
1307,claim-1017,"Our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ Watson said.",SUPPORTS,evidence-91617,"Robert Watson found this ""very disappointing"" and said ""We need the public to understand that climate change is serious so they will change their habits and help us move towards a low carbon economy."""
1308,claim-1017,"Our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ Watson said.",SUPPORTS,evidence-54484,"Recent advances in technology and policy will allow renewable energy and energy efficiency to play major roles in displacing fossil fuels, meeting global energy demand while reducing carbon dioxide emissions."
1309,claim-100,'Global warming' is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017.,SUPPORTS,evidence-240527,"Delingpole has engaged in climate change denialism; in 2009 he wrote of ""The conspiracy behind the Anthropogenic Global Warming myth""."
1310,claim-2075,The rate of global sea level rise on average has fallen by 40% the last century.,REFUTES,evidence-946255,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well."
1311,claim-279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.",SUPPORTS,evidence-842,"Many commentators quoted one email in which Phil Jones said that he had used ""Mike's Nature trick"" in a 1999 graph for the World Meteorological Organization ""to hide the decline"" in proxy temperatures derived from tree-ring analyses when measured temperatures were actually rising."
1312,claim-279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.",SUPPORTS,evidence-359101,"Despite this and the fact that 1999 had just seen record breaking global temperatures, the email was widely misquoted as a ""trick"" to ""hide the decline"" as though it referred to a decline in measured global temperatures, an accusation made publicly by the politicians Sarah Palin and Jim Inhofe."
1313,claim-2903,The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,evidence-1147244,"The goal of cross-validation is to test the model's ability to predict new data that was not used in estimating it, in order to flag problems like overfitting or selection bias and to give an insight on how the model will generalize to an independent dataset (i.e., an unknown dataset, for instance from a real problem)."
1314,claim-2903,The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,evidence-897952,"This would mean that when a new hypothesis needs to be tested, the available data will already be there in a validated and accessible form, and there will be no need create a new dataset and then have to validate it."
1315,claim-2903,The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,evidence-983110,"It was gradually replaced by an Old Norse borrowing, þeir (nominative plural masculine of the demonstrative, which acted in Old Norse as a plural pronoun), until it was entirely replaced in around the 15th century in Middle English."
1316,claim-2903,The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,evidence-829514,"A device in any vdev can be marked for removal, and ZFS will de-allocate data from it to allow it to be removed or replaced."
1317,claim-2903,The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,evidence-892656,"A pool level snapshot (known as a ""checkpoint"") is available which allows rollback of operations that may affect the entire pool's structure, or which add or remove entire datasets."
1318,claim-2460,"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""",REFUTES,evidence-111563,"During the winter it is very cold and dark, with the average temperature around −28 °C (−18 °F), sometimes dipping as low as −50 °C (−58 °F)."
1319,claim-2460,"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""",REFUTES,evidence-714912,Generally daytime temperatures during the summer rise to about 12 °C (54 °F) but can often drop to 3 °C (37 °F) or even below freezing.
1320,claim-1919,Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES,evidence-240134,"The Arctic is affected by current global warming, leading to Arctic sea ice shrinkage, diminished ice in the Greenland ice sheet, and Arctic methane release as the permafrost thaws."
1321,claim-1919,Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES,evidence-118577,"The effects of global warming in the Arctic include rising temperatures, loss of sea ice, and melting of the Greenland ice sheet."
1322,claim-1919,Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES,evidence-817308,"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s."
1323,claim-1919,Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES,evidence-88825,"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice."
1324,claim-1024,"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases.",NOT_ENOUGH_INFO,evidence-410087,Carbon dioxide is the most significant long-lived greenhouse gas in Earth's atmosphere.
1325,claim-1024,"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases.",NOT_ENOUGH_INFO,evidence-715109,"At present, the primary source of CO 2 emissions is the burning of coal, natural gas, and petroleum for electricity and heat."
1326,claim-1024,"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases.",NOT_ENOUGH_INFO,evidence-760688,"The primary greenhouse gases in Earth's atmosphere are water vapor (H2O), carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), and ozone (O3)."
1327,claim-1024,"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases.",NOT_ENOUGH_INFO,evidence-555729,"The world's most important greenhouse gas is carbon dioxide, a by-product of the burning of fossil fuels."
1328,claim-1024,"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases.",NOT_ENOUGH_INFO,evidence-699826,"Being a component of Earth's hydrosphere and hydrologic cycle, it is particularly abundant in Earth's atmosphere where it is also a potent greenhouse gas along with other gases such as carbon dioxide and methane."
1329,claim-235,The planet’s average ground temperature has risen by around 1.62F (0.9C),NOT_ENOUGH_INFO,evidence-813439,"At the center, the temperature may be up to 6,000 °C (10,830 °F), and the pressure could reach 360 GPa (52 million psi)."
1330,claim-235,The planet’s average ground temperature has risen by around 1.62F (0.9C),NOT_ENOUGH_INFO,evidence-895913,"Without this heat-retention effect, the average surface temperature would be −18 °C (0 °F), in contrast to the current +15 °C (59 °F), and life on Earth probably would not exist in its current form."
1331,claim-235,The planet’s average ground temperature has risen by around 1.62F (0.9C),NOT_ENOUGH_INFO,evidence-358301,"As a result, the mean annual air temperature at sea level decreases by about 0.4 °C (0.7 °F) per degree of latitude from the equator."
1332,claim-235,The planet’s average ground temperature has risen by around 1.62F (0.9C),NOT_ENOUGH_INFO,evidence-214563,"About a billion years from now, all surface water will have disappeared and the mean global temperature will reach 70 °C (158 °F)."
1333,claim-235,The planet’s average ground temperature has risen by around 1.62F (0.9C),NOT_ENOUGH_INFO,evidence-919037,"At the pressure level of 10 bars (1 MPa), the temperature is around 340 K (67 °C; 152 °F)."
1334,claim-2337,"This provides a direct, empirical causal link between CO2 and global warming.",DISPUTED,evidence-81551,"During the glacial cycles, there was a high correlation between CO 2 concentrations and temperatures."
1335,claim-2337,"This provides a direct, empirical causal link between CO2 and global warming.",DISPUTED,evidence-1069909,"One potential source of abrupt climate change would be the rapid release of methane and carbon dioxide from permafrost, which would amplify global warming."
1336,claim-2337,"This provides a direct, empirical causal link between CO2 and global warming.",DISPUTED,evidence-1041281,"Although there are a few areas of linkage, the relationship between the two is weak."
1337,claim-2337,"This provides a direct, empirical causal link between CO2 and global warming.",DISPUTED,evidence-383274,Other scientists were initially sceptical and believed the greenhouse effect to be saturated so that adding more CO 2 would make no difference.
1338,claim-1477,"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",REFUTES,evidence-464396,"According to the United States National Research Council, [T]here is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities."
1339,claim-1477,"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",REFUTES,evidence-683927,"European Science Foundation in a 2007 position paper states: There is now convincing evidence that since the industrial revolution, human activities, resulting in increasing concentrations of greenhouse gases have become a major agent of climate change ... On-going and increased efforts to mitigate climate change through reduction in greenhouse gases are therefore crucial."
1340,claim-1477,"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",REFUTES,evidence-249967,"7–10 ""There is now convincing evidence that since the industrial revolution, human activities, resulting in increasing concentrations of greenhouse gases have become a major agent of climate change."
1341,claim-1477,"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",REFUTES,evidence-338219,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases."
1342,claim-2845,"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",SUPPORTS,evidence-1052408,"This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century."
1343,claim-2845,"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",SUPPORTS,evidence-117684,"The schematic was not an actual plot of data, and was based on a diagram of temperatures in central England, with temperatures increased on the basis of documentary evidence of Medieval vineyards in England."
1344,claim-2845,"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",SUPPORTS,evidence-33543,"However, that view was questioned by other researchers; the IPCC First Assessment Report of 1990 discussed the ""Medieval Warm Period around 1000 AD (which may not have been global) and the Little Ice Age which ended only in the middle to late nineteenth century."""
1345,claim-2845,"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",SUPPORTS,evidence-1174708,"The IPCC First Assessment Report included a ""schematic diagram"" of global temperature variations over the last thousand years which has been traced to a graph based loosely on Hubert Lamb's 1965 paper."
1346,claim-3046,There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,SUPPORTS,evidence-916975,Human activities have caused CO 2 to increase above levels not seen in hundreds of thousands of years.
1347,claim-3046,There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,SUPPORTS,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
1348,claim-3046,There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,SUPPORTS,evidence-1150379,"The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity."
1349,claim-3046,There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,SUPPORTS,evidence-881808,"The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation."
1350,claim-1909,"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",REFUTES,evidence-315990,"The sea level rose quickly after that, stabilizing at the current level about 4,000 years ago, leaving the mainland of South Florida just above sea level."
1351,claim-1909,"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",REFUTES,evidence-134894,"Between 1900 and 2016, the sea level rose by 16–21 cm (6.3–8.3 in)."
1352,claim-591,"But it is part of a long list of studies from independent teams (as this interactive graphic shows), using a variety of methods that take account of critical challenges, all of which conclude that climate models exhibit too much sensitivity to greenhouse gases.",DISPUTED,evidence-660755,"A 2007 study by David Douglass and coworkers, concluded that the 22 most commonly used global climate models used by the IPCC were unable to accurately predict accelerated warming in the troposphere although they did match actual surface warming, concluding ""projections of future climate based on these models should be viewed with much caution""."
1353,claim-591,"But it is part of a long list of studies from independent teams (as this interactive graphic shows), using a variety of methods that take account of critical challenges, all of which conclude that climate models exhibit too much sensitivity to greenhouse gases.",DISPUTED,evidence-411911,"Over several decades of development, models have consistently provided a robust and unambiguous picture of significant climate warming in response to increasing greenhouse gases."
1354,claim-667,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction.,NOT_ENOUGH_INFO,evidence-581817,"The Cretaceous–Paleogene (K–Pg) extinction event, also known as the Cretaceous–Tertiary (K–T) extinction, was a sudden mass extinction of three-quarters of the plant and animal species on Earth, approximately 66 million years ago."
1355,claim-667,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction.,NOT_ENOUGH_INFO,evidence-858410,"The most recent and arguably best-known, the Cretaceous–Paleogene extinction event, which occurred approximately 66 million years ago (Ma), was a large-scale mass extinction of animal and plant species in a geologically short period of time."
1356,claim-667,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction.,NOT_ENOUGH_INFO,evidence-456384,"""Fossil record supports evidence of impending mass extinction""."
